Date,EmergMkt,Japan,Gold,MedBond,ShortBond,LongBond,Oil,USD,Europe,DJIA,SP500,NASDAQ,Russell2000,VIX,cross_corr,cross_vol
2008-02-28,-0.010749644130959801,-0.010920215937620159,0.012766396919778877,0.011716820431801,0.0023885098297293794,0.017765598212744926,0.03243797829934092,-0.0056350654724287574,-0.006424020933418206,-0.008830794934634345,-0.00894187449867867,-0.009435869393511043,-0.01496291622710999,0.037020719824446546,0.1137566819888477,0.01220123766313526
2008-02-29,-0.03975262630431753,-0.011829803492397373,0.0019793983293541206,0.010689550344324283,0.003456545367383601,0.015300548683358839,-0.013009390578260005,0.00043575346673985216,-0.024425385405597577,-0.0250981981584818,-0.027089704735838493,-0.02577237060385995,-0.027688004929031007,0.1279218079492095,0.11235687843152238,0.012624689774003123
2008-03-03,0.0054434188829382,-0.000797941024742177,0.01102097686868797,-0.002540972805896602,3.632497691019587e-05,-0.002578775284574175,0.011191265187400212,-0.0021784192574225703,-0.0020616290251538327,-0.0006105511097517224,0.0005335524788219193,-0.005670260325095211,-0.0028564254183702786,-0.009796541820378035,0.11152437908974804,0.012173822164324284
2008-03-04,-0.02322280859425674,-0.02316307320454536,-0.02118467301366822,-0.003768008957074742,-0.00023742245408620022,-0.0097181133567944,-0.02361040551095228,0.0026199908220525536,-0.008117089441599501,-0.003679007455839267,-0.003447628658457935,0.0007437933091245519,-0.0047353049795455515,-0.02891933824294146,0.11215328040453802,0.012426685816922077
2008-03-05,0.02100374993050469,0.005723890345388227,0.02668628816330454,-0.004337577967237105,-0.0005960053313729397,-0.011969703746649962,0.049118406182999674,-0.004791015019849132,0.011754464129209108,0.003372450043899633,0.005238327621537531,0.005543573864505991,0.0040529969232356855,-0.036050159082738675,0.11186988816890382,0.011202488613354654
2008-03-06,-0.0342859730124071,-0.00894361537613253,-0.01248466235635548,0.008042067407561193,0.0029783843968362866,0.005348521953162155,0.0070827889108724396,-0.005251649766221722,-0.012794023556424672,-0.01751128167654914,-0.022013935987449718,-0.023015587420497252,-0.03065487061874983,0.11991865080672715,0.11133090484153416,0.01163574249833629
2008-03-07,-0.013831408609476181,-0.014765813594744048,-0.004248742612532386,0.0034359919671393957,-0.00047556421737837695,0.0013023693918907675,-0.0019072122288581461,0.003079568116206133,-0.00938474036684589,-0.012183926187890215,-0.008410361554953893,-0.0036073000520716603,-0.004028552200260327,-0.002177839114480662,0.1111288427571899,0.011443115166058141
2008-03-10,-0.017550136748465173,-0.004163213919724629,-0.0022894536340183347,0.007178394891145912,0.0010692869072881361,0.014746102781854509,0.02269191234096657,-0.003070113492581239,-0.010075197614343168,-0.01290936904488893,-0.01546347918654778,-0.019502868954981767,-0.024450493109631766,0.0687522519237751,0.11050538367763776,0.011444489290859405
2008-03-11,0.06725663716814156,0.029264331108695973,0.0012516440361922676,-0.010855480031112474,-0.004984635668132342,-0.008548274113086451,0.00829147620280124,0.006599218994667755,0.03144421928427921,0.03549010581842449,0.037129844018763736,0.039836963488298016,0.04633760611987481,-0.102790967892466,0.10963431881978467,0.013151679684411527
2008-03-12,-0.018526545947743722,0.0,0.010626151632053826,0.011528670312764167,0.0032210879764271727,0.01929047730393374,0.006717649474814236,-0.017482479195693013,0.0010308145125770274,-0.003830720195800774,-0.008995573894062803,-0.0052709031664056605,-0.009646636327082403,0.032625139722690655,0.11005781666201866,0.013132725087966176
2008-03-13,-0.009110154764632061,0.003249446075894058,0.013709866739230137,-0.0052598409476719565,-0.0004755906483141503,-0.007823416923866344,0.003336411891814217,-0.002668941174810535,0.004561102738570355,0.002931403449721204,0.005126921336342294,0.008797296279838829,0.01858210495785917,0.0025716974261094094,0.11162340372436641,0.012914995406207162
2008-03-14,-0.035451507660276604,-0.0663971432274999,0.003762484852152248,0.01035568432239864,0.0029725078818039208,0.012360719092034511,-0.008026567544900054,0.0017839531359888916,-0.02343318311530096,-0.01602622704494361,-0.02078326255529206,-0.022583446248047978,-0.024731130945822688,0.14181014298474537,0.11192200221051855,0.01364894406178698
2008-03-17,-0.024706317698660052,0.028621315281663673,0.004660106258120855,0.005015830499979446,0.002253880136011688,0.007684967804824527,-0.037105525432975406,-0.008459327103771619,-0.016946538935922573,0.001770562896493244,-0.00895868378535658,-0.016036221915287197,-0.018735923197906956,0.034659879215127365,0.11192814140737976,0.014018607679545965
2008-03-18,0.0519939689624358,0.028667615224069243,-0.026923446790799832,-0.006835557235025158,-0.003549274553837467,-0.003865225640099834,0.03001200370240853,0.01167477902593883,0.030206498050725727,0.03511538401303005,0.04240953758720556,0.041915287293430525,0.048348931790902494,-0.20006204798827387,0.11191928858892086,0.015375414823455037
2008-03-19,-0.06005235764135275,-0.03032790682391373,-0.03585491279246278,0.008630180274065813,0.0010678214026984545,0.016568450053140227,-0.04090911435181532,0.0008876727243196658,-0.03746522078007253,-0.02364302710683397,-0.02428719849575589,-0.025702542291061725,-0.026102368255023545,0.1570375763198275,0.1123825144332973,0.016369548436906654
